headline,category
Gun Rights Activists Carrying Semi-Automatic Weapons Rally Inside Kentucky Capitol,U.S. NEWS
Groundhog Punxsutawney Phil Predicts An Early Spring,U.S. NEWS
NRA Chief Of Staff Accused of Sex Harassment Is Reportedly Out Of Organization,U.S. NEWS
Twitter Critics Mock CPAC For 'Formally Not Inviting' Mitt Romney After Witness Vote,POLITICS
Lakers 'Family' Pours Out Love And Tears For Kobe Bryant At First Game Since Tragedy,SPORTS
Rep. Rashida Tlaib Boos Hillary Clinton At Bernie Sanders Iowa Event,POLITICS
Democratic Presidential Candidates Make Their Final Play For Iowa,POLITICS
Twitter Reportedly Shutters GOP Account That Pretended To Represent Democratic Candidate,POLITICS
China's Death Toll From Coronavirus Rises To 259 As WHO Urges Preparation,WORLD NEWS
Susan Collins Says She'll Vote For Witnesses In Trump Impeachment Trial,POLITICS
What Happens After Brexit? Here’s What It Means For The UK,POLITICS
Read Live Impeachment Trial Updates As Senate Votes On Witnesses,POLITICS
Former Rep. John Delaney Drops Out Of Presidential Race,POLITICS
Terrifying Video Shows Australian Wildfire Roar Through Forest In Less Than A Minute,WORLD NEWS
Greta Thunberg Wax Figure Unveiled At German Museum,WORLD NEWS
Brexit Finally Arrives Friday: A Momentous Yet Quiet Moment,WORLD NEWS
University Football Coach In Michigan Who Called Hitler A ‘Great Leader’ Resigns,U.S. NEWS
"WHO Declares Global Health Emergency For Coronavirus As Cases Top 7,800",WORLD NEWS
Cases Of New Virus In China Top Its Total For SARS,WORLD NEWS
FDA Issues Warning To Purell Over Claims It Can Prevent Ebola Or Flu,U.S. NEWS
Coronavirus Deaths Top 100 As CDC Extends Travel Advisory To All Of China,WORLD NEWS
White Supremacist Dylann Roof Appeals Death Penalty In Church Massacre,U.S. NEWS
"All 9 Bodies Recovered From Kobe Bryant Helicopter Wreckage, Officials Say",U.S. NEWS
Trump Administration Expands Coronavirus Screenings To 20 Airports,U.S. NEWS
Helicopter Pilot In Kobe Bryant Crash Tried To Climb To Avoid Fog,U.S. NEWS
Bystanders Lift SUV Off Of Pinned Woman In Dramatic Manhattan Rescue,U.S. NEWS
Nick Kyrgios Wears Kobe Bryant's Jersey Before Australian Open Match,ENTERTAINMENT
Prince Andrew Has Not Answered Jeffrey Epstein Interview Requests: Attorney,U.S. NEWS
China Extends Holiday To Contain Virus As Death Toll Rises,WORLD NEWS
"Grieving Fans Mourn Lakers Star At Staples Center, AKA 'The House Kobe Built'",U.S. NEWS
LeBron James Reflected On Kobe Bryant's Legacy The Night Before His Death,SPORTS
Ariana Grande Reveals Outfit Change With Second Grey Gloved Grammys Look,ENTERTAINMENT
The Des Moines Register Endorses 'Fearless' Elizabeth Warren Ahead Of Iowa Caucus,POLITICS
Multiple Rockets Crash Near U.S. Embassy In Baghdad Amid Anti-Government Protests,WORLD NEWS
"Nearly 2,000 In China Now Infected With Coronavirus; 56 Dead",WORLD NEWS
"2 New Coronavirus Cases Confirmed In The U.S., Bringing Total To 5",U.S. NEWS
Campaign Crunch Time Forces Progressives To Consider Using Private Jets To Get To Iowa,POLITICS
Trump Defense Lawyers Begin Their Case For Acquittal On Senate Floor,POLITICS
Ugandan Climate Activist Vanessa Nakate Addresses Being Cropped Out Of Davos Photo,WORLD NEWS
"China Reports Over 1,280 Coronavirus Cases, Death Toll At 41",WORLD NEWS
Mother Dog Found Dragging Her Puppies In A Crate On The Side Of The Road,U.S. NEWS
"14 Dead, Hundreds Injured After Earthquake Hits Eastern Turkey",POLITICS
"China Building A Hospital To Treat Virus, Expands Lockdowns To 10 Cities",WORLD NEWS
Thousands Rally In Baghdad To Demand U.S. Troops Leave Iraq,WORLD NEWS
'From Heartbreak Comes Hope': Koala Rescuers Share Moving Recovery Stories,WORLD NEWS
CDC Confirms Second Case Of Coronavirus In The U.S.,U.S. NEWS
Texas Student Who Traveled To China Being Tested For Possible Coronavirus,U.S. NEWS
"Trump To Attend Anti-Abortion March For Life In Person, Group Says",POLITICS
WHO Says China's Coronavirus Is Not A Global Health Emergency,WORLD NEWS
A Guide To Not Getting Hacked,U.S. NEWS
China Locks Down Cities At Epicenter Of Coronavirus Outbreak,WORLD NEWS
U.N. Experts: Saudi Crown Prince Likely Involved In Hacking Of Jeff Bezos' Phone,WORLD NEWS
China Halts Transportation Out Of Wuhan To Stop Spread Of Coronavirus,WORLD NEWS
"Rapper Juice WRLD Died From Accidental Overdose, Medical Examiner Determines",U.S. NEWS
Saudi Embassy Denies Alarming Reports That Crown Prince Hacked Jeff Bezos,WORLD NEWS
"U.S. Drinking Water Widely Contaminated With 'Forever Chemicals,' Watchdog Says",U.S. NEWS
The Man (And The Mission) Behind Trump’s Clash With Venezuela,WORLD NEWS
Iran Acknowledges 2 Russian-Made Missiles Targeted Ukraine Jet,WORLD NEWS
Migrants Going To U.S. Clash With Mexican Forces At Guatemala Border,WORLD NEWS
CDC Confirms First Case Of Deadly Virus In U.S. As China Says Number Of Infections Now 440,U.S. NEWS
Boeing Expects 737 MAX Planes To Return To Service Mid-2020,U.S. NEWS
SunChips’ Failed Noisy Compostable Packaging Gets The Last Laugh,ENVIRONMENT
"Ahead Of Arguments, Trump's Legal Team Asserts He Did 'Absolutely Nothing Wrong'",POLITICS
"Leading Democratic 2020 Hopefuls Commemorate MLK Day In South Carolina, Iowa",POLITICS
"Duckworth Calls Amtrak's $25,000 Quote For Disabled Passengers 'Outrageous'",POLITICS
Charlize Theron Rocks Diamond Hair Accessory At SAG Awards For A Genius Reason,ENTERTAINMENT
Donald Trump Tweeted About Fox News A Lot In 2019: Study,POLITICS
SAG Awards 2020: The Complete Winners List,ENTERTAINMENT
Bernie Sanders Says Gender Still An Obstacle For Female Presidential Candidates,POLITICS
"Rep. Pramila Jayapal, A Leading Progressive, Endorses Bernie Sanders For President",POLITICS
"Biden Calls Sanders' Social Security Attacks ""A Lie""",POLITICS
China Reports 17 New Cases Of Deadly SARS-Like Virus Ahead Of Lunar New Year Holiday,WORLD NEWS
Violence Escalates In Beirut As Anti-Government Protesters Clash With Security Forces,WORLD NEWS
Here's How Trump's Impeachment Differs From A Criminal Trial,POLITICS
"Lebanon Police Fire Tear Gas, Water Cannons At Protesters Amid Riot",POLITICS
Thousands Gather Across U.S. For 4th Women's March,POLITICS
Bloomberg Allowed To Keep His Finances Secret Until After Super Tuesday,POLITICS
"TSA Apologizes After Airport Agent Snaps Native Woman's Braids And Says, 'Giddy Up!'",U.S. NEWS
Gripping Images Show Distraught Koala Beside Dead Companion In Australia Fires,WORLD NEWS
Always Strapped For Cash? The 'Paycheck Budget' Could Be A Gamechanger.,MONEY
11 American Troops Injured In Iran Attack On Iraqi Bases Used By U.S. Military,WORLD NEWS
"After India's Amazon Snub, Modi's Party Slams Bezos-Owned Washington Post",WORLD NEWS
U.S. To Screen Airline Passengers From China For New Illness,U.S. NEWS
Trump Signs Puerto Rico Emergency Declaration Following Earthquake,POLITICS
Governors Once Ruled The Presidential Landscape. Now They’re Absent.,POLITICS
Welcome To 2020: 'OK Boomer' Is Being Thrown Around At The Supreme Court,U.S. NEWS
Delta Flight Did Not Notify Air Traffic Control Before Los Angeles Fuel Dump,U.S. NEWS
Chilling Footage Shows How Quickly Dangerous Rogue Waves Can Strike,U.S. NEWS
Pete Buttigieg Rejects Notion That Black Voters Aren't Interested In His Candidacy,POLITICS
Pelosi Takes Victory Lap On Impeachment Delay,POLITICS
Russian Government Resigns As Putin Plots Post-Presidency Power Grab,WORLD NEWS
Judge Agrees To Block Trump Order On Refugee Resettlement,U.S. NEWS
"Michael Avenatti Arrested On Alleged Bail Violations, Prosecutors Say",U.S. NEWS
Airplane Dumps Jet Fuel Over Los Angeles County Elementary Schools,U.S. NEWS
Judge Refuses To Second-Guess Family Separations At Border,U.S. NEWS
Teen Missing For Weeks Found Dead Inside Chimney,U.S. NEWS
U.S. Supreme Court Weighs 'Bridgegate' Scandal Convictions,U.S. NEWS
"30,000 People Flee As Taal Volcano Continues To Spew Lava Near Philippine Capital",WORLD NEWS
"Jeff Bezos Scorned For $690,000 Donation To Australia Fire Relief",U.S. NEWS
'Operation Rock Wallaby' Airdrops Food To Australia's Fire-Affected Animals,WORLD NEWS
Lava Gushes From Philippine Volcano As Ash Spreads To Manila,WORLD NEWS
How This Navy Vet Won A Watershed Student Loan Bankruptcy Ruling,MONEY
Nancy Pelosi Says Senators Opposed To Fair Impeachment Trial Will 'Pay A Price',POLITICS
Iran's Only Female Olympic Medalist Says She Has Permanently Left The Country,WORLD NEWS
Explosive Book Alleging Underage Sexual Relationship With French Writer Prompts Outcry,WORLD NEWS
"After Five Weeks Of Protests, French Prime Minister Offers Concession To Unions",WORLD NEWS
"Storms Sweep The South And Midwest, Killing At Least 11 People",U.S. NEWS
"Iranians Defy Police, Protest Over Ukranian Plane Shootdown",WORLD NEWS
Megan Rapinoe Reacts To Protest Ban At 2020 Olympics: 'We Will Not Be Silenced',U.S. NEWS
First Full Moon Of 2020 Is A Striking Celestial Sight,WORLD NEWS
Reports: Anti-Government Protests Break Out In Iran Over Downing Of Passenger Plane,WORLD NEWS
"Powerful Nationwide Storms Take Out Power, Cancel Flights And Leave 9 Dead",U.S. NEWS
Iran Faces Tough Questions At Home And Abroad After It Admits To Downing Plane,WORLD NEWS
Iran Admits It Shot Down Ukrainian Plane By Mistake,WORLD NEWS
Indefinite Shutdown Of Kashmir's Internet Is Illegal: India's Top Court,POLITICS
Machete Attacker Closes In On Fallen Cop In Terrifying Moment (Disturbing Video),U.S. NEWS
Iraqi Prime Minister Tells U.S. To Decide Mechanism For Troop Withdrawal,WORLD NEWS
Top Olympic Committee Issues Ban On Political Gestures During 2020 Games,WORLD NEWS
10 Best Places To Retire Abroad In 2020,MONEY
"Buck Henry, Frequent 'SNL' Host And 'The Graduate' Screenwriter, Dies At 89",ENTERTAINMENT
Mother Of Atatiana Jefferson Found Dead In Texas Home,U.S. NEWS
"6,000 Dead From Measles Outbreak In Congo, WHO Says",WORLD NEWS
Court Reverses $35 Million Verdict Against Jehovah's Witnesses,U.S. NEWS
Iran Investigators Say Ukrainian Plane Never Called For Help,WORLD NEWS
"Woman Arrested, Accused Of Conspiring With QAnon Followers To Kidnap Son",U.S. NEWS
The U.S. Mint Is Making A Fruit Bat Quarter Just When We Need It Most,MONEY
"Ukrainian Airplane Crashes Near Tehran, Killing All 176 On Board",WORLD NEWS
"Silvio Horta, Creator Of 'Ugly Betty,' Found Dead At 45",U.S. NEWS
Iranian Foreign Minister Says Iran Will Respond 'Proportionately' To Soleimani Assassination,WORLD NEWS
6.4 Quake Strikes Puerto Rico Amid Heavy Seismic Activity,U.S. NEWS
Europeans Set To Toughen Iran Response Over Nuclear Violations,WORLD NEWS
U.S. Warns Citizens In Israel Of Rocket Fire Risk,WORLD NEWS
Celeste Barber's Fundraiser For Aussie Firefighters Tops $22 Million,WORLD NEWS
Iran Supreme Leader Prays Over Assassinated Gen. Qassem Soleimani,WORLD NEWS
Graphic Epstein Autopsy Photos Show Bloodied Neck And Jail Cell Noose,U.S. NEWS
"After Indonesia's Deadly Floods, Few Hear Climate 'Wake Up Call'",WORLD NEWS
Harvey Weinstein's Reckoning: Trial Looms Two Years After #MeToo Wave,U.S. NEWS
3 Americans Killed In Extremist Attack At Kenya Military Base,WORLD NEWS
"5 Dead, Dozens Injured In Multi-Vehicle Crash On Pennsylvania Turnpike",U.S. NEWS
Iran Says It Will No Longer Abide By Nuclear Deal After U.S. Assassinates Soleimani,WORLD NEWS
Iraqi Parliament Votes To Expel Foreign Troops After Soleimani Killing,WORLD NEWS
Iraqi Parliament Votes To Remove U.S. Troops,WORLD NEWS
Protesters Across US Rally Against A War With Iran,WORLD NEWS
Bernie Sanders's Antiwar Message Highlights Ascendant Young Left,POLITICS
At Least 23 People Dead in Australia Bushfires As Blazes Continue Raging,POLITICS
U.S. 'Self-Defense' Argument For Killing Soleimani Meets Skepticism,POLITICS
U.S. Men's Soccer Team Cancels Qatar Training Camp Amid Safety Concerns In Region,SPORTS
Rockets Fall Near U.S. Embassy In Baghdad,WORLD NEWS
Mourners Chant 'Death To America' In Qassem Soleimani Funeral Procession,WORLD NEWS
Anti-U.S. Protests Break Out After Qassem Soleimani Assassination,WORLD NEWS
Oil Prices Jump After U.S. Airstrike Kills Top Iranian Gen. Soleimani,WORLD NEWS
Iran's Supreme Leader Ayatollah Ali Khamenei: 'Harsh Retaliation Is Waiting' For U.S. After General's Assassination,WORLD NEWS
Who Was Iranian Maj. General Qassem Soleimani?,WORLD NEWS
Iraqi TV: Iran's Gen. Qassim Soleimani Killed In Baghdad Strike,WORLD NEWS
Santa Anita Racetrack Sees Its First Horse Death Of The New Year,U.S. NEWS
West Virginia Corrections Dept. Will Institute Holocaust Training After Nazi Salute Photo,U.S. NEWS
"Nick Gordon, Bobbi Kristina Brown's Ex-Partner, Dies At 30",U.S. NEWS
"Taiwan Leader Rejects China's Offer To Unify Under 'One Country, Two Systems' Model",WORLD NEWS
Trump Deploys More Troops To Middle East After U.S. Embassy Attack,WORLD NEWS
Former NBA Commissioner David Stern Dead At 77,U.S. NEWS
Brazil’s Jair Bolsonaro Is The Far-Right Authoritarian He Promised He’d Be,WORLD NEWS
U.S. Troops Fire Tear Gas At Protesters Outside Embassy In Baghdad,WORLD NEWS
"Cheers, Tears, Prayers For 2020: A New Decade Is Ushered In",WORLD NEWS
Alabama Police Chief Responds To Viral Photo Of Officers' 'Homeless Quilt',U.S. NEWS
Three People Feared Dead In Australian Bushfires,WORLD NEWS
Vladimir Putin Weighs Future Options As He Marks 20 Years In Power,WORLD NEWS
Iraq Condemns U.S. Air Strikes As Unacceptable And Dangerous,WORLD NEWS
Ousted Renault-Nissan Boss Carlos Ghosn Leaves Japan: Report,WORLD NEWS
Unvaccinated Seattle Students Could Be Barred From School In The New Year,U.S. NEWS
Only 1 Person Has Solved A Canadian Spy Agency’s Escape Room,WORLD NEWS
China Convicts 3 Researchers Involved In Gene-Edited Babies,WORLD NEWS
Another Horse Dies At Santa Anita Park Ahead Of Its Opening Weekend,U.S. NEWS
NYT's Bret Stephens Faces Criticism For Citing Eugenicist In Op-Ed On Ashkenazi Jews,POLITICS
Trump Retweets Post Naming Anonymous Whistleblower,POLITICS
Biden Waffles On Potential Senate Subpoena After Saying He'd Defy It,POLITICS
NYC Mayor Announces Plan To Combat Anti-Semitism Amid Slew Of Attacks,POLITICS
"Here Are Obama's Favorite Books, Movies And Shows From 2019",U.S. NEWS
Mexican Police Chief Arrested In Connection With November Slaying Of 9 Mormons,WORLD NEWS
Australian Officials Fear 30% Of Region's Koalas Have Been Killed In Wildfires,ENVIRONMENT
Lovely Quotes About Parenthood From John Legend,PARENTING
"Federal Judge Denies Bid To Restore 98,000 Purged Voters In Georgia",POLITICS
"Trump Tariffs Hurt U.S. Manufacturing, Cost American Jobs: Federal Reserve Economists",POLITICS
Truck Bomb In Somalia's Capital Kills At Least 78 People,POLITICS
There's A Lot Of Leopard Print On Sale At The Nordstrom Half-Yearly Sale,STYLE & BEAUTY
Iowa Swung Fiercely To Trump. Will It Swing Back In 2020?,POLITICS
Spotted: Stuart Weitzman Shoes On Sale At The Nordstrom Half-Yearly Sale,STYLE & BEAUTY
Los Angeles Prosecutors Mulling 8 Cases Against Harvey Weinstein,ENTERTAINMENT
"‘Mame,’ ‘Hello, Dolly!’ Composer Jerry Herman Dead At 88",ENTERTAINMENT
Typhoon Phanfone Claims Dozens Of Lives In Philippines,POLITICS
"Kazakhstan Plane Crashes Shortly After Take-Off, Killing At Least 12",POLITICS
West Coast Fishery Rebounds In Rare Conservation 'Home Run',POLITICS
The Best Bra According To Nordstrom Shoppers Is On Sale,STYLE & BEAUTY
There's A Lot Of Markdowns On Madewell During The Nordstrom Half-Yearly Sale,STYLE & BEAUTY
You Can Get An Extra 20% Off Sale Items At Sephora This Week,STYLE & BEAUTY
Pennsylvania Catholic Dioceses Pay $85 Million To 564 Abuse Victims,POLITICS
"The Growing, Cultish Paranoia Behind 'Second Amendment Sanctuary' Counties",U.S. NEWS
'Cats' Star James Corden On The Film: 'I've Heard It's Terrible',ENTERTAINMENT
Lisa Murkowski Is 'Disturbed' By McConnell Coordination With Trump On Impeachment,POLITICS
What To Buy From Nordstrom's Half-Yearly Sale 2019,STYLE & BEAUTY
Nordstrom's Half-Yearly Sale 2019: Everything You Need To Know,STYLE & BEAUTY
"Rapper DaBaby Speaks Out On Marijuana Citation, Calls It Harassment",POLITICS
Pope's Christmas Day Message Offers Hope Against Darkness,RELIGION
Trump Promotes Top Mulvaney Aide Who Refused To Cooperate With Impeachment,POLITICS
Christian Post Journalist Resigns Over Planned Editorial Praising Trump,POLITICS
House Democrats Want To Know Why Migrants Keep Dying In Federal Custody,POLITICS
Trump Suggests North Korea May Gift The U.S. A 'Beautiful Vase',POLITICS
Queen Elizabeth Declares 2019 A 'Bumpy' Year In Christmas Speech,POLITICS
Prince Philip Leaves Hospital On Christmas Eve,POLITICS
"In 2019, Me Too Sparked More Change, But Not Nearly Enough",POLITICS
"How Democrats, Republicans And Jared Kushner United To Protect Saudi Arabia",POLITICS
'Star Wars: The Rise Of Skywalker' Is A Force At The Box Office,ENTERTAINMENT
Beto O'Rourke's Next Move? Helping Texas Democrats Flip The State House,POLITICS
& Other Stories' After Christmas Sale Went Live Early,STYLE & BEAUTY
"Witnesses 'Must Testify' At Impeachment Trial, Declares GOP Group. 'Call Your Senators.'",POLITICS
Debbie Dingell Doesn't Want An Apology From Trump. Here's What She Does Want.,POLITICS
Pence Aide Predicts Pelosi Will `Yield' On Impeachment Delay,POLITICS
Bernie Sanders Declares Himself A Never Wine-Caver At California Rally,POLITICS
Pence Aide Defends Trump Attack On Late Rep. John Dingell: 'Not Exactly A Wallflower',POLITICS
Jeff Van Drew: Impeachment Pressure Was 'Final Sign' In Decision To Switch Parties,POLITICS
Why Concert Tickets Come With So Many Hidden Fees,MONEY
Jimmy Fallon's Funniest Moment Of The Decade Is A Doozy Involving Fox's Lou Dobbs,COMEDY
